gender,genderLooking,age,counts_details,counts_pictures,counts_profileVisits,counts_fans,flirtInterests_chat,flirtInterests_friends,flirtInterests_date,country,isFlirtstar,isHighlighted,isInfluencer,isMobile,isNew,isOnline,isVip,lang_count,lang_fr,lang_en,lang_de,lang_it,lang_es,lang_pt,verified,shareProfileEnabled,lastOnlineDate,lastOnlineTime,birthd,connectedToFacebook,countDetails,description,nbusers,percentwantchats,percentwantfriends,percentwantdates,meanvisitsreceived,meanfollowers,meanlanguagesknown,totalwantchants,totalwantfriends,totalwantdates,totalvisitsreceived,totalfollowers,totallanguagesspoken
0,1,22,0.81,5,1309,0,1,1,0,8,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1428451200000000000,1428506926.0,0,0.0,0.8100000023841858,1,720,59.9,60.6,40.3,3302.9,1.7,1.07,431,436,290,2378122,1201,771
0,1,26,0.35,1,1448,0,0,0,1,10,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1428278400000000000,1428335788.0,0,0.0,0.3499999940395355,0,117,65.0,62.4,47.0,2839.6,3.9,1.07,76,73,55,332231,455,125
0,1,23,0.81,19,31448,31,0,0,1,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1429920000000000000,1429977254.0,0,0.0,0.8100000023841858,1,593,59.7,64.8,39.5,3632.6,3.1,1.09,354,384,234,2154138,1811,648
0,1,20,0.96,8,7979,4,1,1,1,10,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,1429920000000000000,1429999436.0,0,0.0,0.959999978542328,1,524,67.6,64.9,37.2,4809.5,1.8,1.12,354,340,195,2520195,934,586
0,1,24,0.31,12,12629,0,1,0,0,10,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1428278400000000000,1428332212.0,0,,,1,534,61.0,61.4,39.7,3009.6,2.6,1.12,326,328,212,1607127,1378,599
0,1,19,0.62,4,48980,28,1,0,1,8,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1430006400000000000,1430046292.0,0,0.0,0.6200000047683716,1,523,65.8,62.5,34.2,4279.5,2.6,1.15,344,327,179,2238190,1374,601
0,1,22,0.81,3,54332,0,1,1,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1430006400000000000,1430045892.0,0,0.0,0.8100000023841858,1,720,59.9,60.6,40.3,3302.9,1.7,1.07,431,436,290,2378122,1201,771
0,1,20,0.85,28,33528,32,0,1,0,8,0,0,0,1,0,1,0,5,0,1,1,0,1,0,1,1,1428451200000000000,1428506364.0,0,0.0,0.8500000238418579,1,524,67.6,64.9,37.2,4809.5,1.8,1.12,354,340,195,2520195,934,586
0,1,22,0.62,11,6495,0,1,0,0,8,0,0,0,1,0,1,0,4,1,1,1,1,0,0,0,1,1428278400000000000,1428333037.0,0,0.0,0.6200000047683716,1,720,59.9,60.6,40.3,3302.9,1.7,1.07,431,436,290,2378122,1201,771
0,1,23,1.0,30,11989,0,1,0,1,8,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1430006400000000000,1430035491.0,0,0.0,1.0,1,593,59.7,64.8,39.5,3632.6,3.1,1.09,354,384,234,2154138,1811,648
0,1,19,0.42,5,6012,0,0,0,1,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1428278400000000000,1428330554.0,0,,,1,523,65.8,62.5,34.2,4279.5,2.6,1.15,344,327,179,2238190,1374,601
0,1,20,0.81,13,2844,6,1,0,1,8,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,1429401600000000000,1429479237.0,0,0.0,0.8100000023841858,1,524,67.6,64.9,37.2,4809.5,1.8,1.12,354,340,195,2520195,934,586
0,1,20,0.35,1,27174,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1430006400000000000,1430049023.0,0,0.0,0.3499999940395355,1,524,67.6,64.9,37.2,4809.5,1.8,1.12,354,340,195,2520195,934,586
0,1,25,0.81,11,4709,10,1,1,1,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1429833600000000000,1429891256.0,0,0.0,0.8100000023841858,1,356,60.1,62.4,44.4,2902.8,2.6,1.1,214,222,158,1033400,923,392
0,1,21,0.85,21,20642,15,1,0,0,8,0,0,0,1,0,0,0,3,0,1,1,0,1,0,0,1,1428451200000000000,1428501593.0,0,0.0,0.8500000238418579,1,603,64.0,63.0,35.7,4093.0,2.1,1.12,386,380,215,2468100,1239,678
0,1,23,0.88,7,18216,0,1,1,1,8,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1430006400000000000,1430047243.0,0,0.0,0.8799999952316284,1,593,59.7,64.8,39.5,3632.6,3.1,1.09,354,384,234,2154138,1811,648
0,1,21,1.0,15,30950,4,0,0,1,10,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1428278400000000000,1428332100.0,0,,,1,603,64.0,63.0,35.7,4093.0,2.1,1.12,386,380,215,2468100,1239,678
0,1,19,0.69,7,9078,11,1,0,0,10,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1430006400000000000,1430008067.0,0,0.0,0.6899999976158142,1,523,65.8,62.5,34.2,4279.5,2.6,1.15,344,327,179,2238190,1374,601
0,1,20,0.38,3,864,0,1,1,1,10,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1428278400000000000,1428330406.0,0,,,0,524,67.6,64.9,37.2,4809.5,1.8,1.12,354,340,195,2520195,934,586
0,none,21,0.96,3,18187,51,0,0,1,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1429920000000000000,1430001658.0,0,0.0,0.959999978542328,1,603,64.0,63.0,35.7,4093.0,2.1,1.12,386,380,215,2468100,1239,678
0,1,21,0.77,10,21469,1,1,0,0,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1428278400000000000,1428327816.0,0,,,1,603,64.0,63.0,35.7,4093.0,2.1,1.12,386,380,215,2468100,1239,678
0,1,24,0.85,6,17115,13,1,0,1,8,0,0,0,0,0,0,0,4,1,1,1,1,0,0,1,1,1428451200000000000,1428494131.0,0,0.0,0.8500000238418579,1,534,61.0,61.4,39.7,3009.6,2.6,1.12,326,328,212,1607127,1378,599
0,1,20,0.92,14,51560,18,1,0,0,8,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1430006400000000000,1430048865.0,0,0.0,0.9200000166893004,1,524,67.6,64.9,37.2,4809.5,1.8,1.12,354,340,195,2520195,934,586
0,1,23,1.0,20,23177,25,0,0,1,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1428451200000000000,1428491993.0,0,0.0,1.0,1,593,59.7,64.8,39.5,3632.6,3.1,1.09,354,384,234,2154138,1811,648
0,1,23,0.54,1,52,0,1,0,1,10,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1428278400000000000,1428335721.0,0,0.0,0.5400000214576721,0,593,59.7,64.8,39.5,3632.6,3.1,1.09,354,384,234,2154138,1811,648
0,1,20,1.0,13,4829,0,0,0,1,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1430006400000000000,1430066440.0,0,0.0,1.0,1,524,67.6,64.9,37.2,4809.5,1.8,1.12,354,340,195,2520195,934,586
0,1,20,0.42,4,31435,0,1,1,1,8,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,1430006400000000000,1430042658.0,0,0.0,0.4199999868869781,1,524,67.6,64.9,37.2,4809.5,1.8,1.12,354,340,195,2520195,934,586
0,1,24,0.77,27,28159,0,1,1,0,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1428710400000000000,1428770555.0,0,0.0,0.7699999809265137,1,534,61.0,61.4,39.7,3009.6,2.6,1.12,326,328,212,1607127,1378,599
0,both,22,1.0,11,5550,12,0,1,0,10,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1430006400000000000,1430074323.0,0,0.0,1.0,1,720,59.9,60.6,40.3,3302.9,1.7,1.07,431,436,290,2378122,1201,771
0,1,19,0.5,8,1255,1,1,1,0,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1428192000000000000,1428269541.0,0,0.0,0.5,1,523,65.8,62.5,34.2,4279.5,2.6,1.15,344,327,179,2238190,1374,601
0,1,23,1.0,4,7493,48,1,0,0,10,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1428278400000000000,1428332067.0,0,,,1,593,59.7,64.8,39.5,3632.6,3.1,1.09,354,384,234,2154138,1811,648
0,none,23,0.96,4,5177,0,1,1,1,8,0,0,0,1,0,1,0,2,0,1,1,0,0,0,1,1,1428451200000000000,1428503564.0,0,0.0,0.959999978542328,1,593,59.7,64.8,39.5,3632.6,3.1,1.09,354,384,234,2154138,1811,648
0,1,21,0.77,18,15200,7,1,0,0,10,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1428278400000000000,1428332090.0,0,,,1,603,64.0,63.0,35.7,4093.0,2.1,1.12,386,380,215,2468100,1239,678
0,1,26,0.73,11,25845,34,1,1,1,10,0,0,0,1,0,1,0,5,0,1,1,0,0,0,0,0,1428278400000000000,1428336958.0,0,0.0,0.7300000190734863,1,117,65.0,62.4,47.0,2839.6,3.9,1.07,76,73,55,332231,455,125
0,1,25,0.96,7,8143,1,0,0,1,10,0,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,1428278400000000000,1428335823.0,0,0.0,0.959999978542328,1,356,60.1,62.4,44.4,2902.8,2.6,1.1,214,222,158,1033400,923,392
0,both,24,1.0,10,10861,9,1,0,0,10,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1430092800000000000,1430163570.0,0,0.0,1.0,1,534,61.0,61.4,39.7,3009.6,2.6,1.12,326,328,212,1607127,1378,599
0,1,21,0.27,21,52465,4,1,0,1,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1430006400000000000,1430045105.0,0,0.0,0.270000010728836,1,603,64.0,63.0,35.7,4093.0,2.1,1.12,386,380,215,2468100,1239,678
0,1,19,1.0,5,17289,1,1,0,0,10,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1428278400000000000,1428330526.0,0,,,1,523,65.8,62.5,34.2,4279.5,2.6,1.15,344,327,179,2238190,1374,601
0,1,21,0.96,10,8334,0,0,0,0,10,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1428278400000000000,1428331915.0,0,,,1,603,64.0,63.0,35.7,4093.0,2.1,1.12,386,380,215,2468100,1239,678
0,1,24,0.85,4,1076,2,1,1,1,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1428364800000000000,1428407128.0,0,0.0,0.8500000238418579,1,534,61.0,61.4,39.7,3009.6,2.6,1.12,326,328,212,1607127,1378,599
0,both,22,0.73,8,19690,13,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1430092800000000000,1430162908.0,0,0.0,0.7300000190734863,1,720,59.9,60.6,40.3,3302.9,1.7,1.07,431,436,290,2378122,1201,771
0,1,22,0.92,6,43387,12,1,1,1,10,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1428278400000000000,1428332610.0,0,,,1,720,59.9,60.6,40.3,3302.9,1.7,1.07,431,436,290,2378122,1201,771
0,none,20,0.5,19,28293,2,0,0,0,8,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,1430611200000000000,1430639644.0,0,0.0,0.5,1,524,67.6,64.9,37.2,4809.5,1.8,1.12,354,340,195,2520195,934,586
0,1,24,0.0,17,43796,2,1,1,1,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1430006400000000000,1430028455.0,0,0.0,0.0,1,534,61.0,61.4,39.7,3009.6,2.6,1.12,326,328,212,1607127,1378,599
0,none,23,0.88,24,23679,12,1,1,0,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1428278400000000000,1428327762.0,0,,,1,593,59.7,64.8,39.5,3632.6,3.1,1.09,354,384,234,2154138,1811,648
0,1,19,1.0,7,5101,1,1,0,0,8,1,1,0,1,0,1,0,2,1,0,1,0,0,0,0,1,1430006400000000000,1430074314.0,0,0.0,1.0,1,523,65.8,62.5,34.2,4279.5,2.6,1.15,344,327,179,2238190,1374,601
0,1,20,0.81,7,31221,6,1,1,1,8,0,0,0,1,0,0,0,2,0,0,1,1,0,0,1,1,1428278400000000000,1428332112.0,0,,,1,524,67.6,64.9,37.2,4809.5,1.8,1.12,354,340,195,2520195,934,586
