counts_kisses
271
177
184
205
190
498
104
16
208
305
53
132
145
172
282
45
250
67
31
85
91
130
31
117
276
147
122
300
112
91
103
4
73
66
202
180
9
219
318
0
65
76
719
106
236
759
45
49
48
183
110
19
25
448
0
76
116
15
89
1
34
45
69
157
138
23
48
92
37
81
108
36
140
278
83
73
14
138
270
318
92
37
18
59
268
234
103
32
766
107
325
67
26
143
127
16
225
189
548
98
294
148
57
10
19
140
75
27
59
188
37
272
148
37
279
13
95
77
216
129
204
225
41
47
198
73
117
179
256
139
136
132
29
67
24
38
143
54
232
94
65
132
13
209
176
214
109
280
86
123
79
110
28
78
36
86
147
416
797
212
55
26
56
43
384
253
230
186
68
14
252
156
177
89
67
109
3
87
73
121
164
37
82
207
35
164
67
14
33
990
76
38
272
339
77
107
89
69
124
112
56
34
212
81
58
141
64
146
63
482
91
69
38
152
30
156
70
69
283
168
125
183
105
7
46
53
109
45
51
73
403
40
48
219
104
96
235
620
218
15
30
7
65
55
1
285
80
104
41
81
11
46
119
204
34
91
122
123
30
48
52
27
58
86
124
8
132
20
337
90
197
276
69
65
229
244
114
151
19
405
137
10
70
124
88
118
26
7
20
81
311
170
48
46
27
54
149
25
32
125
41
2
69
49
264
22
28
26
44
86
24
28
75
27
9
120
15
35
69
160
10
65
131
80
179
148
23
108
5
414
41
119
104
37
28
104
158
58
23
87
60
184
16
90
245
152
25
83
73
97
37
142
15
208
89
180
74
52
0
21
73
77
58
56
285
20
44
87
161
209
43
101
304
191
52
390
68
235
8
25
280
86
118
47
40
51
205
35
221
60
236
18
47
99
25
111
64
85
10
52
11
38
55
240
123
27
36
44
177
92
36
2
217
88
201
69
185
60
48
344
31
243
111
166
176
288
11
7
39
67
12
661
95
150
6
51
18
94
13
22
29
32
129
224
73
154
59
70
541
47
8
9
103
99
50
100
112
64
63
62
79
52
181
46
72
385
49
177
6
33
13
66
85
31
297
76
183
3
31
11
51
40
38
45
74
49
32
36
40
12
23
162
11
13
15
10
174
63
327
32
8
67
87
84
149
22
119
744
18
48
58
244
37
54
157
38
105
22
45
118
104
31
72
44
9
73
35
29
3
68
292
41
13
24
33
50
19
84
112
338
14
20
141
83
97
33
52
30
6
49
876
85
63
32
323
173
8
43
33
139
26
2
259
111
234
43
68
119
30
120
24
67
102
134
313
50
9
19
37
47
23
89
247
54
12
53
72
20
140
49
24
220
18
68
210
50
151
68
38
3
27
41
29
196
67
48
37
7
182
39
88
42
10
23
48
267
4
20
21
32
19
89
99
34
42
9
89
114
111
23
24
87
65
48
75
44
23
68
49
92
46
177
25
7
13
0
118
111
31
131
66
358
2
2
34
119
77
31
23
33
5
357
4
139
3
18
97
56
287
47
25
19
55
151
25
21
11
24
48
158
127
4
129
139
314
61
32
41
125
80
116
35
64
135
33
18
91
41
30
25
41
29
162
312
0
199
65
48
65
101
38
47
6
26
6
82
61
22
1
33
95
88
121
2
16
29
19
7
45
70
21
17
38
29
21
43
42
17
10
14
108
140
255
69
13
70
17
27
72
62
19
23
61
134
226
46
79
51
65
64
19
64
28
38
43
18
118
28
61
62
70
75
24
56
16
35
131
70
259
11
51
13
54
31
8
102
60
87
83
0
6
206
31
0
14
30
86
46
20
116
31
38
47
80
29
28
25
129
135
173
82
140
41
19
159
103
18
38
56
46
78
80
50
56
16
30
16
0
21
33
1
33
5
26
2
12
31
189
55
90
129
9
4
33
35
28
21
15
40
0
40
21
9
69
72
26
374
0
124
44
20
39
84
33
43
114
55
56
30
32
145
62
65
34
24
20
90
70
32
22
42
1
0
3
170
149
67
8
185
15
37
30
10
40
58
66
5
40
23
10
78
55
41
124
223
11
63
96
15
121
158
46
32
21
27
56
49
19
22
28
26
13
20
53
152
9
21
49
26
109
22
51
24
47
66
15
32
63
36
17
63
8
51
11
133
39
142
5
50
60
130
59
75
20
54
109
76
14
34
106
12
148
70
88
12
36
35
60
10
37
16
60
53
16
34
121
125
20
61
126
49
53
32
19
26
0
31
38
142
21
64
15
18
181
33
6
83
21
23
18
32
3
38
159
16
10
27
128
58
83
116
185
94
71
11
44
6
67
54
35
48
18
66
53
32
6
5
28
1
83
116
30
14
121
35
13
13
41
31
58
29
131
19
2
33
36
62
27
9
20
27
18
12
13
61
20
99
6
19
18
29
33
7
55
8
48
48
8
14
12
21
36
61
47
6
40
8
11
14
89
18
4
20
32
84
2
35
73
9
38
60
42
16
28
59
121
103
139
57
84
69
8
42
15
3
103
46
15
126
46
35
53
9
39
49
0
20
17
129
6
34
34
113
59
51
18
137
11
24
9
66
1
14
19
11
29
56
31
26
38
26
41
18
246
1
15
30
23
105
19
59
4
3
15
18
34
25
0
69
2
11
107
0
4
3
7
27
7
145
57
46
52
96
9
42
35
13
51
34
87
36
131
20
11
25
31
36
30
138
49
16
195
103
110
25
66
28
37
36
15
24
38
36
13
58
22
72
14
32
11
29
58
14
58
4
113
31
17
50
24
115
23
25
73
51
44
7
4
10
45
73
17
6
39
34
81
107
27
6
25
296
42
19
10
44
43
37
1
6
21
14
11
110
7
81
12
5
2
23
8
19
22
25
29
6
23
38
22
10
16
46
22
16
27
95
5
22
0
31
28
28
13
4
30
30
64
36
19
33
8
23
7
21
36
104
53
8
69
19
11
1
6
17
58
2
233
18
26
86
11
22
11
38
41
0
4
2
40
68
31
84
47
4
70
54
162
13
24
13
22
31
15
13
11
16
6
17
31
10
4
19
119
8
37
15
8
35
14
67
13
8
0
21
1
10
6
41
31
8
2
41
32
16
5
18
20
42
60
12
88
10
9
13
9
4
40
20
52
17
17
64
47
62
64
26
64
8
33
16
4
14
84
34
9
11
38
52
15
2
53
4
201
9
38
3
26
17
55
5
13
160
5
84
1
29
7
45
2
1
47
15
17
53
29
65
1
59
11
3
56
47
83
13
9
81
149
17
41
71
10
1
9
24
9
102
39
7
47
11
60
16
0
14
28
49
27
40
60
21
11
27
4
4
27
13
15
11
45
209
21
63
15
8
23
36
8
14
25
0
7
8
26
18
39
8
42
9
2
26
22
8
10
102
41
134
66
7
9
7
44
8
4
2
31
31
25
16
39
4
17
26
22
6
24
38
6
18
7
18
2
30
43
3
23
40
8
6
13
13
13
11
41
3
2
57
24
12
45
19
11
88
1
52
21
25
6
5
51
31
44
31
5
30
1
19
25
2
17
4
9
13
3
9
2
40
6
6
34
10
23
16
19
16
3
62
8
7
26
31
35
2
19
11
6
4
15
22
9
4
28
41
1
29
0
2
22
13
17
13
7
6
87
24
11
34
9
7
24
0
10
32
38
90
43
0
11
11
20
22
24
57
8
13
0
33
9
1
11
7
15
8
4
28
18
8
21
24
12
23
24
51
14
7
18
182
23
14
1
81
0
12
7
17
23
2
7
10
7
12
20
24
83
19
5
34
16
3
16
10
43
5
48
9
2
10
19
16
5
41
13
11
17
86
16
42
21
11
8
3
5
13
5
21
2
3
7
4
6
13
1
20
4
98
22
54
30
8
8
30
9
5
25
5
41
0
42
8
1
10
12
7
15
12
28
2
15
23
3
10
40
10
6
10
4
15
4
7
11
14
156
9
7
33
3
10
6
11
4
2
0
5
47
4
12
5
26
2
18
4
21
4
1
19
14
5
4
9
3
15
52
118
53
37
1
2
3
3
1
6
5
2
2
8
0
32
8
21
3
0
5
4
20
4
0
5
5
25
1
19
34
12
5
2
5
5
4
22
1
5
9
4
6
4
4
2
4
1
4
9
4
1
9
2
0
22
2
37
2
2
8
4
29
3
6
1
9
0
8
3
2
3
6
6
0
11
2
23
32
47
4
28
2
42
19
3
1
3
2
7
29
4
12
0
6
4
2
1
7
3
22
41
6
25
9
5
1
2
3
13
9
15
11
23
2
5
11
0
11
9
0
6
1
25
5
2
2
0
9
1
3
4
4
2
0
2
2
2
0
3
5
0
4
3
19
6
0
51
0
5
5
19
1
2
14
13
4
31
0
1
5
7
0
7
31
6
1
1
7
0
4
8
4
1
2
2
3
5
1
3
2
21
1
0
19
1
1
7
0
0
3
2
1
1
0
1
20
9
2
1
3
2
3
12
0
74
7
3
24
1
0
0
0
2
3
1
1
1
2
3
1
0
1
3
3
3
0
1
5
1
4
0
2
1
1
0
2
39
1
1
11
0
1
27
0
1
1
1
1
9
0
40
1
0
0
5
31
0
1
0
1
0
0
18
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
143
0
0
0
0
1
14
11
0
0
0
0
0
19
18
0
0
0
0
0
0
0
0
0
90
0
0
0
0
0
3
8
0
3
1
0
0
0
1
9
0
0
0
2
33
96
78
12
126
20
87
12
59
13
4
6
113
0
3
3
1
14
3
0
77
2
1
0
29
2
2
0
29
37
20
4
20
0
26
3
4
72
151
7
177
19
5
3
54
10
19
26
27
3
236
16
22
29
8
84
57
18
36
55
13
216
0
15
7
2
15
22
24
63
79
327
6
96
69
27
42
4
162
27
10
40
117
8
4
33
54
8
2
0
38
21
37
22
24
8
17
32
36
18
5
49
6
14
60
8
7
5
29
13
26
14
32
122
15
13
0
6
8
15
18
3
100
31
11
6
82
14
19
4
11
51
40
15
6
4
19
159
4
28
15
16
0
13
11
10
37
16
10
15
14
33
10
5
1
19
7
7
3
4
8
22
26
0
16
0
9
3
7
2
6
26
11
1
2
24
2
5
1
4
2
8
5
6
0
14
1
2
46
1
34
9
17
101
60
42
2
27
11
2
11
20
3
2
7
8
7
8
2
2
24
8
16
7
6
28
10
17
6
10
11
5
2
1
13
9
11
17
7
8
0
5
29
8
0
2
9
10
14
10
5
11
18
8
4
5
14
2
6
9
13
7
21
5
35
13
5
2
21
54
4
11
4
0
12
7
1
13
3
2
19
8
11
6
4
2
5
9
3
3
6
44
1
5
12
18
3
4
3
2
6
3
0
15
1
0
2
0
1
4
16
1
0
3
0
2
11
0
2
1
1
1
1
0
4
1
4
0
0
1
3
0
7
3
10
0
12
0
2
9
1
7
5
6
2
4
3
4
1
0
0
3
0
0
0
4
3
2
3
9
1
10
18
19
8
3
7
8
4
1
4
5
0
1
7
5
9
8
1
2
0
3
3
0
4
10
4
1
1
0
7
0
3
0
6
2
1
1
0
1
2
6
1
0
0
0
0
0
0
359
543
555
52
132
15
143
